id,name,seed_index,stored_brightness,recomputed_brightness,abs_diff_brightness,recomputed2_brightness,noise_diff_brightness,stored_depth,recomputed_depth,abs_diff_depth,recomputed2_depth,noise_diff_depth,stored_hardness,recomputed_hardness,abs_diff_hardness,recomputed2_hardness,noise_diff_hardness,stored_roughness,recomputed_roughness,abs_diff_roughness,recomputed2_roughness,noise_diff_roughness,stored_warmth,recomputed_warmth,abs_diff_warmth,recomputed2_warmth,noise_diff_warmth,stored_sharpness,recomputed_sharpness,abs_diff_sharpness,recomputed2_sharpness,noise_diff_sharpness,stored_boominess,recomputed_boominess,abs_diff_boominess,recomputed2_boominess,noise_diff_boominess
d2d12fe1,Preset,11,67.44224362214892,64.72502179184325,2.717221830305675,66.38218937838695,1.6571675865437072,39.765474497818744,41.047049432175825,1.2815749343570815,46.718768372979554,5.6717189408037285,72.59571839175933,74.81787213021559,2.2221537384562566,71.52897464429944,3.288897485916152,58.86194535615001,58.90601513507548,0.044069778925468484,57.12439376423835,1.7816213708371293,24.823583064005607,26.191165060900904,1.3675819968952965,26.77204128329434,0.5808762223934352,56.18595288937181,53.077405569472404,3.108547319899408,55.64998572071533,2.5725801512429243,31.4994625447466,30.535153031893977,0.9643095128526227,33.43418379310974,2.899030761215762
8cc82b5e,Preset,12,69.27266441750407,69.31807763075938,0.04541321325530134,68.54524801518284,0.7728296155765406,22.588968480160446,20.963178439205983,1.6257900409544632,21.07901206890741,0.1158336297014273,70.2089127722164,69.25638907833019,0.9525236938862065,71.10964064353493,1.8532515652047437,69.59114351766294,68.92281581013052,0.668327707532427,69.13842969851393,0.215613888383416,28.678995960935346,27.039816827612583,1.639179133322763,27.918363858014345,0.8785470304017622,59.97729309380344,60.044656174276405,0.06736308047296546,59.602273900429225,0.4423822738471799,12.601908540926797,10.98465312998734,1.6172554109394568,12.125227318535106,1.1405741885477667
3fae47d6,Preset,13,82.5910554198577,83.55366280714563,0.9626073872879317,83.47216730238462,0.08149550476100842,22.523338750338254,23.518821510678322,0.9954827603400673,22.284375252759297,1.234446257919025,74.57282404620028,71.2973860069973,3.2754380392029816,72.0510420025023,0.7536559955049995,84.96709564911411,85.22765343018685,0.260557781072734,84.94042247766447,0.2872309525223784,24.125413974473226,24.159734405252912,0.03432043077968672,22.593715710929843,1.5660186943230698,74.91618918267125,76.4648806109959,1.5486914283246591,76.25907930305051,0.20580130794539286,-1.226982837275962,-1.3234124891188976,0.09642965184293573,-2.38127163357402,1.0578591444551222
71647861,Preset,14,45.24727714232678,44.5513671773657,0.695909964961082,44.967270218036774,0.41590304067107553,25.879884680494854,18.98106988679244,6.898814793702414,25.231097082476992,6.250027195684552,23.278795725863887,23.872038517677524,0.5932427918136369,24.43266887042239,0.560630352744866,0.0,0.0,0.0,0.0,0.0,41.83506010263223,41.83254002458864,0.0025200780435881143,41.40693252969721,0.42560749489143035,32.93812140311369,32.594413509647296,0.3437078934663944,30.368385083957914,2.226028425689382,11.498629928674335,8.740190105464755,2.7584398232095797,13.234451670257632,4.494261564792877
e9d34551,Preset,15,72.59435049747435,72.68394329685965,0.08959279938530074,72.59220653155398,0.09173676530566865,18.190201185673658,18.183346850512322,0.006854335161335712,18.20151976139755,0.018172910885226656,75.72872170016663,75.7905389932044,0.06181729303776251,75.52024105376665,0.2702979394377394,40.87143523157623,40.53046690267239,0.3409683289038412,40.75785748720712,0.2273905845347315,20.23234177062585,22.017404755871873,1.7850629852460216,22.38815571660507,0.37075096073319713,61.57196563310255,61.701519778986864,0.12955414588431324,61.6088533299786,0.09266644900826293,10.167690184175928,10.104365375331177,0.06332480884475089,10.252823229771217,0.14845785444003923
1e227b17,Preset,16,73.83034913421184,73.8045457120075,0.025803422204347726,73.90407138654767,0.09952567454017469,31.48450884748685,31.507904214667178,0.023395367180327753,31.508694008639544,0.0007897939723662262,75.70400814305225,75.66900140963918,0.035006733413069924,75.73499693954199,0.06599552990280699,78.67384420279824,78.81749363636655,0.1436494335683136,78.78805954960069,0.029434086765860457,24.001714478177142,24.24011102229705,0.23839654411990807,23.935341766550952,0.30476925574609837,62.71152774188232,62.6410300101783,0.07049773170402318,62.73568080807719,0.0946507978988933,13.372933990674316,13.403482582398723,0.030548591724407714,13.521950398498259,0.11846781609953538
c2f3517a,Preset,17,16.383435290674413,16.360059004338694,0.023376286335718532,16.38550005122414,0.02544104688544735,68.06285955690272,68.04305052646036,0.019809030442360154,68.06391277120204,0.020862244741678637,22.54287227268,24.2864619538105,1.7435896811305014,22.41826273297052,1.8681992208399834,41.1010206707143,40.906831134882204,0.19418953583209486,41.103098742082686,0.19626760720048253,63.9725230527869,64.00000168780804,0.027478635021140008,63.993852752953266,0.006148934854770971,25.978337363030555,26.960594489094536,0.9822571260639812,25.92967213038896,1.0309223587055776,55.161750244390525,54.83964569717135,0.32210454721917614,55.181871458116845,0.34222576094549595
fee93e56,Preset,18,82.54710671672277,82.75705479209535,0.20994807537257998,82.74618790308597,0.010866889009378156,7.827877550090392,6.601387028390015,1.2264905217003772,7.638458985763435,1.0370719573734206,56.56071801580461,56.7641958052578,0.2034777894531885,56.02203849424325,0.7421573110145516,67.29470142464038,68.63925925210324,1.3445578274628645,67.37974971430965,1.2595095377935905,19.499240813066322,19.29193339137803,0.20730742168829153,19.271084187789057,0.020849203588973353,82.11583762707306,82.5497051892541,0.4338675621810353,82.66031572575432,0.1106105365002179,-9.385822142514144,-8.390022285061555,0.9957998574525888,-7.707507635348918,0.6825146497126369
9b3031c6,Preset,19,33.39530085503407,32.18545968473559,1.209841170298482,32.74165751172957,0.55619782699398,64.65329347793056,64.74797828896318,0.0946848110326215,65.03959938448487,0.29162109552169113,37.08954499385658,32.787128287264736,4.302416706591842,33.616302404730746,0.8291741174660103,0.0,24.20929548566929,24.20929548566929,23.87326889887603,0.3360265867932597,62.04748165579382,62.11179929880329,0.06431764300947407,61.56635449856605,0.5454448002372416,11.737757069451582,10.74704614805529,0.9907109213962926,9.724190953409789,1.0228551946455013,47.62072067915132,48.374555501429526,0.7538348222782076,49.052404041337276,0.6778485399077496
8516b52e,Preset,20,25.637778171119578,19.963874600152586,5.673903570966992,24.189619738593997,4.225745138441411,67.50011255068684,67.53481480093339,0.03470225024655349,67.49111855071838,0.04369625021500667,38.47981296194567,29.792555092182013,8.687257869763656,35.20987326827337,5.4173181760913565,34.12512633252727,38.01001287863502,3.8848865461077438,38.08371720097165,0.07370432233663138,63.18255861596277,64.0115967669152,0.8290381509524352,63.39594594385455,0.6156508230606548,36.041993789639704,28.493387607834382,7.548606181805322,36.490024184075494,7.996636576241112,50.12820794407905,53.7924197542874,3.66421181020835,50.13375477518831,3.6586649790990933
