id,name,kind,ac_brightness,ac_depth,ac_hardness,ac_roughness,ac_warmth,ac_sharpness,ac_boominess,feat_spectral_centroid,feat_spectral_rolloff_85,feat_spectral_bandwidth,feat_spectral_flatness,feat_low_band_ratio,feat_mid_band_ratio,feat_high_band_ratio,feat_zero_crossing_rate,feat_rms
9f9c7692,Preset,random,28.988739070263616,71.14324131281298,31.262009907968945,39.46999760491411,65.42828140245147,13.503548541233016,55.85375325269518,97.2074530349613,128.20918642241378,47.58496011765394,5.475183639802594e-10,0.9992577614181237,0.0007365664144640919,2.429317152824826e-06,0.005039960488505747,0.09168236702680588
ec986e72,Preset,random,66.79589709037114,23.348519215433967,79.8721583676523,58.69709307292654,30.808442151637273,57.85453397476367,16.648898028212496,1284.1964001373071,2061.742322198276,1911.8903615398667,0.0002101392310578376,0.005686075933370203,0.7896494028385755,0.09019488425687248,0.07930360991379311,0.06062707304954529
8981ea81,Preset,random,56.26182499060586,70.95850642726545,67.58569154790106,36.80994490748821,63.73369622773916,50.007156665348475,36.89444713180599,15.489311436545332,46.53151939655172,62.634431365773935,1.537062566114855e-08,0.9974468110329338,0.0022582286724310095,0.00014530487343528988,8.979885057471264e-05,0.999969482421875
d2b84be5,Preset,random,84.8624118278661,32.712595354461456,61.47579111579921,60.87845056061286,19.632654097025295,79.75554001154646,27.091665194830046,5552.526351681281,10943.322332974138,4892.925353426176,3.110201873823826e-07,0.1928944112798688,0.16792620453475682,0.5791000055228533,0.2958872126436782,0.05156872794032097
681823f0,Preset,random,71.3815840416307,41.69125579859434,60.074794806849184,45.47014472813565,31.530107649844062,64.28047559535175,11.586018798863245,1547.7267003774552,3054.7447467672414,1530.906431590048,2.2741486471744565e-09,0.11774738450913895,0.5731463070757474,0.018746811843846804,0.09630926724137931,0.06415165960788727
53ab95d6,Preset,random,17.848999479958948,76.43663626566261,28.7214825616727,33.509914905981134,65.68969499701063,16.734583711920507,57.70682775651629,41.71877917602321,81.18265086206897,40.865749789404155,5.883048492805187e-10,0.9999389545250212,6.070988342494853e-05,2.1580332352171986e-07,0.0023235452586206897,0.24785512685775757
3913e0d0,Preset,random,45.07678891943223,38.91985889002045,38.02558549489386,31.51613850307063,49.96619929772458,27.683323213726013,28.505727003379544,391.5810272110074,473.2354525862069,163.11915903390204,1.201323374111496e-09,0.23958208664348057,0.760030771064199,1.728352031356844e-05,0.019699622844827586,0.07372452318668365
be371189,Preset,random,67.99311311391999,16.427538734435302,67.68714198077222,40.28123350981388,32.07749103661109,59.148173474489674,9.006300150432622,1506.361659744628,2129.559536637931,747.6389502640677,9.283962043582505e-09,0.0014609839777904845,0.7571752636712004,0.02903349070517356,0.052453753591954026,0.061680637300014496
6c652327,Preset,random,61.30358785548295,43.089224853986025,56.77682698327044,54.59341833368223,41.91523756095353,46.09788168165182,7.774011447935994,865.1503695723801,1399.9057112068965,662.5932505668197,9.86478121411949e-10,0.04387415677133411,0.9037114881784326,0.0025602410469574453,0.04457390445402299,0.06965059041976929
625f5bd1,Preset,random,28.70895546319027,49.349907552766624,24.024139359400365,0.0,58.205133286254366,17.299985012915716,23.621887183156353,311.2638107874057,345.0262661637931,55.04310805000979,3.0511018156431646e-09,0.0013685027369136008,0.9986309535515481,2.3163289294423077e-07,0.013974946120689655,0.0833209753036499
